Question,Answer,Filename
"What is the Insurance for the contract between ScanSource, Inc. , ScanSource Latin America, Inc. , ScanSource Brazil Distribuidora de Technologias, Ltda. ""ScanSource Brazil""), SCANSOURCE DE MEXICO S. DE R.L. DE C.V.  , and Zebra Technologies International, LLC , Zebra Technologies do Brasil - Comércio de Produtos de Informåtica Ltda., Xplore Technologies Corporation of America ,?",[],ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.pdf
"What is the Third Party Beneficiary for the contract between ScanSource, Inc. , ScanSource Latin America, Inc. , ScanSource Brazil Distribuidora de Technologias, Ltda. ""ScanSource Brazil""), SCANSOURCE DE MEXICO S. DE R.L. DE C.V.  , and Zebra Technologies International, LLC , Zebra Technologies do Brasil - Comércio de Produtos de Informåtica Ltda., Xplore Technologies Corporation of America ,?",[],ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.pdf
"What is the Document Name for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",['AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT'],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Agreement Date for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",['8/4/10'],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Effective Date for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Expiration Date for the contract between ScanSource, Inc. and Cisco Systems, Inc.?","['The Term of the Agreement is hereby extended to January 20, 2012 unless sooner terminated as provided for in the Agreement.']",ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Renewal Term for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Governing Law for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Most Favored Nation for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Exclusivity for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Competitive Restriction Exception for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Minimum Commitment for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Volume Restriction for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the License Grant for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Source Code Escrow for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Audit Rights for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Uncapped Liability for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Liquidated Damages for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Warranty Duration for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Insurance for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Third Party Beneficiary for the contract between ScanSource, Inc. and Cisco Systems, Inc.?",[],ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.pdf
"What is the Document Name for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",['DISTRIBUTOR AGREEMENT'],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Agreement Date for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?","['19t h day of March, 2020']",PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Effective Date for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Expiration Date for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?","['This Agreement shall be in effect until March 18. 2021, unless sooner terminated by either party upon (30) days written notice, without cause.']",PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Renewal Term for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Governing Law for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",['This Agreement shall be construed in accordance with and governed by the laws of the State of Texas without regard to principles of conflicts of laws.'],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Most Favored Nation for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Exclusivity for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Competitive Restriction Exception for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Minimum Commitment for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Volume Restriction for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the License Grant for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Source Code Escrow for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Audit Rights for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Uncapped Liability for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Liquidated Damages for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Warranty Duration for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Insurance for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Third Party Beneficiary for the contract between Co-Diagnostics, Inc. and PreCheck Health Services, Inc.?",[],PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement.pdf
"What is the Document Name for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",['EXCLUSIVE DISTRIBUTOR AGREEMENT'],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Agreement Date for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['17t h day of May, 2017']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Effective Date for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Expiration Date for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12.']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Renewal Term for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12.']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Governing Law for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['This Distributor Agreement shall be exclusively governed, construed, enforced and controlled by the laws of the United States of America and of the State of Texas.']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Most Favored Nation for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Exclusivity for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['Company agrees that no other Distributor will be appointed in any other state as a Distributor unless it is either the Company or Distributor, save and except for the state of Florida.', ""Company hereby appoints Distributor as Company's exclusive Distributor for the State of Texas, and Distributor accepts the appointment and agrees to represent the Products within the Territory.""]",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Competitive Restriction Exception for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Minimum Commitment for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Volume Restriction for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the License Grant for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","[""For the term of this Agreement, Company grants Distributor a limited, revocable, non-transferable, non-exclusive license under Company's copyrights to use the Company Products at Distributor's facilities in the Territory solely for marketing and support purposes directly related to the performance of its duties under this Agreement.""]",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Source Code Escrow for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Audit Rights for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['These records shall be available for examination during normal business hours by accountants representing the other Party, who shall be entitled to perform an audit and to make copies and extracts, and receive any explanations that may reasonably be requested.']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Uncapped Liability for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Liquidated Damages for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Warranty Duration for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Insurance for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?","['The Company agrees that it shall: (i) comply with the laws and regulations that govern its business; (ii) carry reasonable amounts of insurance, whether through self-insurance or otherwise, to cover its responsibilities with respect to indemnification under Section 9 below.']",SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
"What is the Third Party Beneficiary for the contract between A3 DEVELOPMENT GROUP, LLC and SMART RX SYSTEMS, INC.?",[],SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf
What is the Document Name for the contract between Distributor and STARAR SURGICAL AG?,['DISTRIBUTORSHIP AGREEMENT'],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Agreement Date for the contract between Distributor and STARAR SURGICAL AG?,['____________'],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Effective Date for the contract between Distributor and STARAR SURGICAL AG?,['____________'],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Expiration Date for the contract between Distributor and STARAR SURGICAL AG?,"['The term of this Agreement shall commence on the Effective Date and terminate in _____________, on _____________, unless terminated earlier pursuant to the terms of this Agreement; provided, however, that this Agreement may be renewed for successive one (1) year periods if STAAR and Distributor expressly agree in writing and in their sole discretion to renew this Agreement prior to the foregoing termination date or any successive renewal term.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Renewal Term for the contract between Distributor and STARAR SURGICAL AG?,"['The term of this Agreement shall commence on the Effective Date and terminate in _____________, on _____________, unless terminated earlier pursuant to the terms of this Agreement; provided, however, that this Agreement may be renewed for successive one (1) year periods if STAAR and Distributor expressly agree in writing and in their sole discretion to renew this Agreement prior to the foregoing termination date or any successive renewal term.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Governing Law for the contract between Distributor and STARAR SURGICAL AG?,"['This Agreement, which is in English, shall be governed by and construed in accordance with the laws of the State of California without regard to the conflicts of laws principles thereof.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Most Favored Nation for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Exclusivity for the contract between Distributor and STARAR SURGICAL AG?,"['Distributor shall (a) procure the Products solely from STAAR (or its affiliates)', ""Subject to Section 8.3, Distributor's right to market, distribute and sell the Products in the Territory shall be exclusive.""]",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Competitive Restriction Exception for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Minimum Commitment for the contract between Distributor and STARAR SURGICAL AG?,"['Failure of Distributor to purchase the Minimum Purchase Quantities for any Contract Year, shall be considered a material breach of this Agreement.', ""STAAR shall have the right to terminate this Agreement by giving written notice to Distributor, effective immediately on receipt of such notice, (a) if Distributor fails to meet the Annual Minimum Volume as set forth in Section 7.2 or (b) pursuant to Section 15, or in the event the parties are unable to agree upon changes in the prices for Products within thirty (30) days following STAAR's notice thereof."", 'Within ninety (90) days prior to the expiration of each Contract Year, the parties will discuss in good faith and agree on the Minimum Product Quantities for the successive Contract Year; provided, however, that, if the parties fail to reach agreement on or otherwise specify the Minimum Purchase Quantities for the successive Contract Year, the Minimum Product Quantities for such successive Contract Year shall be __________ percent (___%) of the Minimum Purchase Quantities for the existing Contract Year.', 'During each Contract Year, as defined below, Distributor shall purchase from STAAR the minimum quantity of each Product that shall be mutually agreed between the parties in advance of the applicable Contract Year (""Minimum Product Quantities""). The Minimum Purchase Quantities for the Contract Year are as set forth on Exhibit B attached hereto.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Volume Restriction for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the License Grant for the contract between Distributor and STARAR SURGICAL AG?,"['During the term of this Agreement, and subject to the terms and conditions hereof, STAAR hereby grants to Distributor, and Distributor hereby accepts, the limited, nontransferable, nonexclusive right and license to use the trade name, trademarks, and logos of STAAR (collectively, ""Trademarks""), without the right to grant sublicenses, solely in connection with the marketing, distribution and sale of the Products in the Territory pursuant to this Agreement.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Source Code Escrow for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Audit Rights for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Uncapped Liability for the contract between Distributor and STARAR SURGICAL AG?,"[""EXCEPT FOR EACH PARTY'S CONFIDENTIALITY OBLIGATIONS SET FORTH IN SECTION 12 AND INDEMNIFICATION OBLIGATIONS SET FORTH IN THIS SECTION 13, WITHOUT LIMITING ANY RIGHT DISTRIBUTOR MAY HAVE UNDER LOCAL STATUTES THAT CANNOT BE EXCLUDED, RESTRICTED OR MODIFIED, NEITHER PARTY SHALL BE LIABLE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR SPECIAL DAMAGES, OR FOR DAMAGES DUE TO LOSS OF PROFITS, LOSS OF BUSINESS, LOSS OF USE OR DATA, OR INTERRUPTION OF BUSINESS, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.""]",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Liquidated Damages for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Warranty Duration for the contract between Distributor and STARAR SURGICAL AG?,"['STAAR warrants that, for the period of twelve (12) months from the date of delivery to Distributor hereunder (the ""Warranty Period""), the Products will meet STAAR\'s published specifications or labeling for such Products as in effect at the time of such delivery (""Warranty"").', 'STAAR shall pay for the return or replacement shipment to Distributor of Products repaired or replaced under the Warranty.']",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Insurance for the contract between Distributor and STARAR SURGICAL AG?,"[""Such separate endorsement shall indicate that Distributor's insurance is primary and that STAAR's coverage as an additional named insured is not contributory."", 'On a separate endorsement, Distributor shall name STAAR as an additional named insured.', 'Distributor shall, at its own expense, maintain at a minimum general and product liability coverage in the Territory of at least US$2 million per occurrence, US$5 million in the aggregate.', 'On request, Distributor shall provide STAAR with copies or certificates of all such insurance policies.', ""ach such insurance policy and endorsement shall provide that the insurance will not be canceled or reduces without at least thirty (30) days' prior written notice to STAAR.""]",StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
What is the Third Party Beneficiary for the contract between Distributor and STARAR SURGICAL AG?,[],StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.pdf
"What is the Document Name for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",['DISTRIBUTORSHIP AGREEMENT'],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Agreement Date for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['March 18, 2019']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Effective Date for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['March 18, 2019']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Expiration Date for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['This Agreement shall commence on the Effective Date and shall remain in effect until September 1, 2045, unless earlier terminated by either Party pursuant to this Article 12 (the ""Term"").']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Renewal Term for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Governing Law for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","[""This Agreement and all questions regarding its existence, validity, interpretation, breach or performance and any dispute or claim arising out of or in connection with it (whether contractual or non-contractual in nature such as claims in tort, from breach of statute or regulation or otherwise) shall be governed by, and construed and enforced in accordance with, the laws of the State of New York, United States, without reference to its conflicts of law principles to the extent those principles would require applying another jurisdiction's laws.""]",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Most Favored Nation for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Exclusivity for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['Subject to the terms and conditions of this Agreement, Zogenix hereby appoints Distributor, and Distributor accepts appointment, as the exclusive distributor (even as to Zogenix) of the Product in the Field in the Territory during the Term, and grants to Distributor the exclusive rights to maintain Regulatory Approval of (while Distributor is the MAH Party), package, promote, market, offer for sale, sell, import and distribute the Product in the Field in the Territory during the Term', ""During the Term, Zogenix shall retain and have the sole and exclusive right to supply or have supplied all of Distributors' and its Affiliates' and Sub-distributors' requirements of the Product for sale in the Field in the Territory."", 'Distributor hereby grants Zogenix an irrevocable, perpetual, royalty-free, fully paid-up, exclusive license with the right to grant sublicenses to use such Data solely generated and co-owned by Distributor outside of the Territory and a co-exclusive license in the Territory upon expiration or termination of the Agreement.', 'Distributor shall have the exclusive right to market, promote, sell, offer for sale, import, package and otherwise Commercialize the Product in the Field in the Territory, at its sole cost and expense, in accordance with Applicable Laws and the Commercialization Plan and subject to the terms and conditions of this Agreement.', ""Zogenix shall supply (or have supplied) to Distributor, in accordance with the terms set forth on Exhibit 2.3, and Distributor shall purchase exclusively from Zogenix, Distributor's and its Affiliates' and Sub- distributors' Unlabeled Drug Product requirements of the Product for sale by Distributor or its Affiliates or Sub-distributors in the Territory in the Field, subject to and under the provisions of Section 5.2 and the Supply Agreement."", 'Without limiting the foregoing, Distributor will have the exclusive right and responsibility in the Field in the Territory for the following:\n\n(i) designing the Commercialization strategy and tactics for the Product, subject to JSC approval of the Commercialization Plan;\n\n(ii) undertaking all promotional activities for the Product;<omitted>(iii) establishing and implementing post-marketing surveillance studies for the Product in the Territory as required or recommended by a Regulatory Authority;\n\n(iv) receiving, accepting and filling orders for the Product from customers;\n\n(v) warehousing and distributing the Product to customers;\n\n(vi) controlling invoicing, order processing and collection of accounts receivable for sales of the Product;\n\n(vii) recording sales of the Product in the Territory in its books of account for sales; and\n\n(viii) providing results of sales of the Product in the Territory for purposes of periodic safety reports and exposure estimates.']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Competitive Restriction Exception for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Minimum Commitment for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Volume Restriction for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
